threshold, name, mse (pixel), mse (image), precision, recall, accuracy, f1, csi, far, pod, hss
0.5,SmaAt_UNet,0.09636928141117096,1973.642822265625,0.6470520314591357,0.7717667737058547,0.7479465217564658,0.7039276685046918,0.5431243434484289,0.3529479685405258,0.7717667737058547,0.2437167390199067
