threshold, name, mse (pixel), mse (image), precision, recall, accuracy, f1, csi, far, pod, hss
0.5,Krige_GNet,0.023833971470594406,97.62394714355469,0.6510799917203405,0.8219409838233893,0.7598518660684421,0.7266006045087054,0.5705997519828405,0.3489200082793397,0.8219409838233893,0.2587879836782723
